id,sentence,aspects_str
1483,"They're also friendlier here, especially the owner, Kenny.","[{'type': 'term', 'term': 'owner', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2945,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.","[{'type': 'term', 'term': 'room', 'polarity': 'negative'}, {'type': 'term', 'term': 'plate', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
3487,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,"[{'type': 'term', 'term': 'waterbugs', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
1701,Winnie and her staff are the best crew you can find serving you.,"[{'type': 'term', 'term': 'crew', 'polarity': 'positive'}, {'type': 'term', 'term': 'staff', 'polarity': 'positive'}, {'type': 'term', 'term': 'serving', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.","[{'type': 'term', 'term': 'ambiance', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'term', 'term': 'dishes', 'polarity': 'positive'}, {'type': 'term', 'term': 'eggplant parmesan', 'polarity': 'positive'}, {'type': 'term', 'term': 'veal in carozza chicken saltimbocca', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'conflict'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2779,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.","[{'type': 'term', 'term': 'host', 'polarity': 'neutral'}, {'type': 'term', 'term': 'appetizers', 'polarity': 'neutral'}, {'type': 'term', 'term': 'waiter', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'neutral'}]"
1086,You can even get packages of the chutneys to stock your fridge!,"[{'type': 'term', 'term': 'chutneys', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2539,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,"[{'type': 'term', 'term': 'bar', 'polarity': 'positive'}, {'type': 'term', 'term': 'mixed drink special', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
180,Slightly on the pricey side but worth it!,"[{'type': 'category', 'category': 'price', 'polarity': 'conflict'}]"
2580,"If it isn't for the food (A+++), it must be the service or the ambience.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'term', 'term': 'ambience', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
3341,"During the course of the past 3 months, the chef and staff changed and it was not for the better.","[{'type': 'term', 'term': 'chef', 'polarity': 'negative'}, {'type': 'term', 'term': 'staff', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
722,"I like the ambience, it's very dark and original.","[{'type': 'term', 'term': 'ambience', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
57,Not the typical NYC gimmick theme restaurant.,"[{'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
832,We were exploring Grand Central and didn't want to eat in the food court.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3685,"Overall, not worth the money.","[{'type': 'term', 'term': 'money', 'polarity': 'negative'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
346,This place is not worth the prices.,"[{'type': 'term', 'term': 'prices', 'polarity': 'negative'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
2672,We left after one drink.,"[{'type': 'term', 'term': 'drink', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
295,Everything that happened was not even up to mediocre.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3296,Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.,"[{'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
1231,Pick a bagel has the best bagels in the city.,"[{'type': 'term', 'term': 'bagels', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1676,"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.","[{'type': 'term', 'term': 'atmosphere', 'polarity': 'conflict'}, {'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
2547,It's called Gnochi alla nona and is found under Chef Specials.,"[{'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
72,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,"[{'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,"[{'type': 'term', 'term': 'waiting area', 'polarity': 'negative'}, {'type': 'term', 'term': 'seat', 'polarity': 'negative'}, {'type': 'term', 'term': 'bar', 'polarity': 'neutral'}, {'type': 'term', 'term': 'wait', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.","[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'term', 'term': 'flavor', 'polarity': 'negative'}, {'type': 'term', 'term': 'dish', 'polarity': 'negative'}, {'type': 'term', 'term': 'spice', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
1699,The fried dumplings are GREAT!,"[{'type': 'term', 'term': 'fried dumplings', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
147,This place has the best Chinese style BBQ ribs in the city.,"[{'type': 'term', 'term': 'BBQ ribs', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2051,Ive been here so many times the waiters know my name.,"[{'type': 'term', 'term': 'waiters', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
862,The decor is very simple but comfortable.,"[{'type': 'term', 'term': 'decor', 'polarity': 'conflict'}, {'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
1920,I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.","[{'type': 'term', 'term': 'Argentinian Pizza', 'polarity': 'neutral'}, {'type': 'term', 'term': 'lunch', 'polarity': 'neutral'}, {'type': 'term', 'term': 'Pelligrino', 'polarity': 'positive'}, {'type': 'term', 'term': 'pizza', 'polarity': 'positive'}, {'type': 'term', 'term': 'goat cheese', 'polarity': 'positive'}, {'type': 'term', 'term': 'blue cheese', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
54,Heartland Brewery is a great way to start or finish your day.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3088,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,"[{'type': 'term', 'term': 'kamasutra', 'polarity': 'positive'}, {'type': 'term', 'term': 'bombay cosmopolitan', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3364,This is the perfect date spot for Williamsburg couples.,"[{'type': 'term', 'term': 'date spot', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2083,The dim sum here is only so-so.,"[{'type': 'term', 'term': 'dim sum', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
1245,"It was raining, and we figured why not?","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1411,"$6 and there is much tasty food, all of it fresh and continually refilled.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
1566,"Just straight up cheap, good food.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
3617,Another welcome addition to the neighborhood.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
126,Seating is ok even though sometimes there's alot of people.,"[{'type': 'term', 'term': 'Seating', 'polarity': 'neutral'}, {'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
1146,"This time, I prefer not to go into detail.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1985,"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.","[{'type': 'term', 'term': 'cost', 'polarity': 'negative'}, {'type': 'term', 'term': 'botle of wine', 'polarity': 'conflict'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
2320,"Service was slow, but the people were friendly.","[{'type': 'term', 'term': 'Service', 'polarity': 'negative'}, {'type': 'term', 'term': 'people', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'conflict'}]"
2103,Steamed fresh so brought hot hot hot to your table.,"[{'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2991,The steak was very fatty and the sauce was overpowering and not very tasty.,"[{'type': 'term', 'term': 'steak', 'polarity': 'negative'}, {'type': 'term', 'term': 'sauce', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
2268,My only problem is that you are literally sitting on top of the people next to you!,"[{'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
3609,And affordable.,"[{'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
2146,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!","[{'type': 'term', 'term': 'staff', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'atmosphere', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2438,i actually feel like i should keep it a secret.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2474,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,"[{'type': 'term', 'term': 'food', 'polarity': 'conflict'}, {'type': 'term', 'term': 'steak dish', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'conflict'}]"
1148,"Not only would I not recommend Jimmy's restaurants to friends, I would strongly suggest they go anywhere but.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2714,They have a very diverse menu so its something for everybody.,"[{'type': 'term', 'term': 'menu', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3215,Haru on Park S is simply disgusting.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3672,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,"[{'type': 'term', 'term': 'staff', 'polarity': 'negative'}, {'type': 'term', 'term': 'sushi', 'polarity': 'neutral'}, {'type': 'term', 'term': 'check', 'polarity': 'neutral'}, {'type': 'term', 'term': 'dinner', 'polarity': 'neutral'}, {'type': 'term', 'term': 'bar', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
2428,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.","[{'type': 'term', 'term': 'food spot', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1169,I drop more dollar bills here than your uncle after a weekend at Scores.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2165,The bagel was huge.,"[{'type': 'term', 'term': 'bagel', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3078,Go there to relax and feel like your somewhere else.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1207,Get the tuna of gari.,"[{'type': 'term', 'term': 'tuna', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","[{'type': 'term', 'term': 'somosas', 'polarity': 'positive'}, {'type': 'term', 'term': 'chai', 'polarity': 'positive'}, {'type': 'term', 'term': 'chole', 'polarity': 'positive'}, {'type': 'term', 'term': 'dhosas', 'polarity': 'negative'}, {'type': 'term', 'term': 'dhal', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'conflict'}]"
827,It was a very nice surprise.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1416,Edible but really a ripoff at those prices given whats in the area.,"[{'type': 'term', 'term': 'prices', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
196,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.","[{'type': 'term', 'term': 'staff', 'polarity': 'conflict'}, {'type': 'term', 'term': 'bathroom', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'conflict'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
1997,I am French and I really felt like home!!!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
192,I have been to Casimir over 5 times and I have always had a great time there.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2748,The service was the only thing good about this restaurant.,"[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2407,"It's usually packed for good reason, esp.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1818,Service- friendly and attentive.,"[{'type': 'term', 'term': 'Service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2145,I love going there!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2635,I cannot recommend OG more highly if I tried - check it out for yourself.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2614,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3072,Service was very prompt but slightly rushed.,"[{'type': 'term', 'term': 'Service', 'polarity': 'conflict'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1718,"Great food, great decor, great service.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'decor', 'polarity': 'positive'}, {'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
2207,"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.","[{'type': 'term', 'term': 'tables', 'polarity': 'neutral'}, {'type': 'term', 'term': 'space', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
3095,"The palak paneer was standard, and I was not a fan of the malai kofta.","[{'type': 'term', 'term': 'palak paneer', 'polarity': 'neutral'}, {'type': 'term', 'term': 'malai kofta', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
2002,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,"[{'type': 'term', 'term': 'dining', 'polarity': 'positive'}, {'type': 'term', 'term': 'price', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
441,"Yeah, sometimes the service can be slow.","[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
2948,There was no ambiance.,"[{'type': 'term', 'term': 'ambiance', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
474,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,"[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'term', 'term': 'dish', 'polarity': 'positive'}, {'type': 'term', 'term': 'spring rolls', 'polarity': 'positive'}, {'type': 'term', 'term': 'cod with pineapple tempura', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1165,But trust me it is so worth it.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1669,It is not a place for tourists or someone who has never dined in Bay Ridge.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1816,THe perfect spot.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2471,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.","[{'type': 'term', 'term': 'bottle', 'polarity': 'neutral'}, {'type': 'term', 'term': 'waitress', 'polarity': 'negative'}, {'type': 'term', 'term': 'price', 'polarity': 'negative'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
1192,"They sell special sushi, everything have a topping, sauce and etc.","[{'type': 'term', 'term': 'sushi', 'polarity': 'positive'}, {'type': 'term', 'term': 'sauce', 'polarity': 'positive'}, {'type': 'term', 'term': 'topping', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1373,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,"[{'type': 'term', 'term': 'taste', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'neutral'}]"
936,They never came back to refill our glasses again.,"[{'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
2686,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.","[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'term', 'term': 'place', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
1952,The service was excellent and the food was delicious.,"[{'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
917,Service was also very good.,"[{'type': 'term', 'term': 'Service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1325,"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.","[{'type': 'term', 'term': 'meal', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3016,"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!","[{'type': 'term', 'term': 'portions', 'polarity': 'negative'}, {'type': 'term', 'term': 'qualities', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
1297,"They're rude at times, and not very friendly.","[{'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
1528,I'm happy to have Nosh in the neighborhood and the food is very comforting.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1162,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.","[{'type': 'term', 'term': 'atmosphere', 'polarity': 'positive'}, {'type': 'term', 'term': 'music', 'polarity': 'positive'}, {'type': 'term', 'term': 'dress cod', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
411,"They kindly brought us more to see if it was better, but it was not!","[{'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
2796,love the food.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3634,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,"[{'type': 'term', 'term': 'candles', 'polarity': 'positive'}, {'type': 'term', 'term': 'dinner', 'polarity': 'positive'}, {'type': 'term', 'term': 'surrounding', 'polarity': 'positive'}, {'type': 'term', 'term': 'pictures', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
822,All the desserts the group tried got favorable reviews.,"[{'type': 'term', 'term': 'desserts', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2256,There's something smooth about sipping sake upper east side style.,"[{'type': 'term', 'term': 'sake', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2321,It's a nice place to relax and have conversation.,"[{'type': 'term', 'term': 'place', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
3289,This place has got to be the best japanese restaurant in the new york area.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2611,Best Reuben sandwich ever!,"[{'type': 'term', 'term': 'Reuben sandwich', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1716,Lucky Strike is a great casual place to just grab a bite to eat.,"[{'type': 'term', 'term': 'place', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1003,Wonderful strawberry daiquiries as well!,"[{'type': 'term', 'term': 'strawberry daiquiries', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1614,"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.","[{'type': 'term', 'term': 'dinner', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2109,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).","[{'type': 'term', 'term': 'sushi', 'polarity': 'negative'}, {'type': 'term', 'term': 'wait service', 'polarity': 'negative'}, {'type': 'term', 'term': 'atmosphere', 'polarity': 'conflict'}, {'type': 'term', 'term': 'area', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
867,I loved it and would go again.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
508,Frites were delicious if a bit on the thick side.,"[{'type': 'term', 'term': 'Frites', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1177,SO SO SO SO SO good!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1187,"Alone for 100 bucks, it is really overprice.","[{'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
650,"Out of the hundreds of Italian restaurants in Queens, this is among the best.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
313,Very good value,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
785,Here you get the zen feel without feeling rigid.,"[{'type': 'term', 'term': 'zen feel', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
665,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,"[{'type': 'term', 'term': 'drink', 'polarity': 'neutral'}, {'type': 'term', 'term': 'bar', 'polarity': 'neutral'}, {'type': 'term', 'term': 'wait time', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
140,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,"[{'type': 'term', 'term': 'egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1168,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,"[{'type': 'term', 'term': 'table', 'polarity': 'neutral'}, {'type': 'term', 'term': 'rice congee soup', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3162,"Overall, the best bagel in town.","[{'type': 'term', 'term': 'bagel', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1289,Everything a NY pizza joint should be.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3242,"It was huge, delicious, fresh, and will be the reason we return.","[{'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3526,We go often.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
969,"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.","[{'type': 'term', 'term': 'summer rolls', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
407,The sushi seemed pretty fresh and was adequately proportioned.,"[{'type': 'term', 'term': 'sushi', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1507,moral stay away.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
922,but the service was a bit slow.,"[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
1060,Spreads and toppings are great - though a bit pricey.,"[{'type': 'term', 'term': 'Spreads', 'polarity': 'positive'}, {'type': 'term', 'term': 'toppings', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
352,"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!","[{'type': 'term', 'term': 'pizza', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
888,No one asked what was wrong as we left with nothing touched on our plates.,"[{'type': 'term', 'term': 'plates', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
2121,Indoor was very cozy and cute.,"[{'type': 'term', 'term': 'Indoor', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
